SubmissionDate,meta-instanceID,cassava_image_class,cassava_plant_age,cassava_variety,district,subcounty_luweero,subcounty_naka,subcounty_bugiri,subcounty_kamuli,subcounty_nebbi,subcounty_koboko,subcounty_pakwach,cassava_image_1,cassava_image_2,cassava_image_3,cassava_image_4,cassava_image_5,cassava_image_6,cassava_image_7,cassava_image_8,cassava_image_9,cassava_image_10,cassava_comment,cassava_image_gps-Latitude,cassava_image_gps-Longitude,cassava_image_gps-Altitude,cassava_image_gps-Accuracy,phone_ID,start_time,end_time,submission_time,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Subcounty,days
2021-04-01 04:37:57.239000+00:00,uuid:318a7e45-5a29-4536-b7fd-0b52f77d90fc,cbsd,10,magana,bugiri,,,nankoma,,,,,1617174845036.jpg,1617174863303.jpg,1617174874727.jpg,1617174885683.jpg,1617174896098.jpg,1617174908253.jpg,1617174929390.jpg,1617174939343.jpg,1617174950348.jpg,1617174978214.jpg,Bugiri Nakoma,0.4529934,33.6450241,1192.0223612822415,4.28,collect:zDp0HXLKSj38kfPP,2021-03-31 10:13:41.280000+03:00,2021-03-31 10:16:51.359000+03:00,2021-03-31,dd087797baed4bc505eebc145cc229ee51080425,13,User_Claire,10,10,nankoma,2021-03-31
2021-04-01 04:37:53.751000+00:00,uuid:b8dc3818-ac6a-40ba-bbce-11eea3d6879a,cbsd,5,magana,bugiri,,,nankoma,,,,,1617184174054.jpg,1617184188143.jpg,1617184206115.jpg,1617184216961.jpg,1617184226670.jpg,1617184235194.jpg,1617184258983.jpg,1617184268728.jpg,1617184282975.jpg,1617184294092.jpg,Bugiri nankomako,0.45668,33.70529,1182.0,3.9,collect:IklMfYh8bTivpeV8,2021-03-31 12:48:52.449000+03:00,2021-03-31 12:51:53.626000+03:00,2021-03-31,e2c43a9c73c632a0b4d03a6a1747172789cb1cf8,10,User_chodrine,10,10,nankoma,2021-03-31
2021-04-01 04:37:49.826000+00:00,uuid:64cf6227-a000-498b-8c76-41c456c9e3fc,cbsd,10,magana,bugiri,,,nankoma,,,,,1617174584632.jpg,1617174618587.jpg,1617174632531.jpg,1617174675433.jpg,1617174690052.jpg,1617174714895.jpg,1617174726158.jpg,1617174756618.jpg,1617174767822.jpg,1617174788493.jpg,Bugiri Nakoma,0.4530025,33.6451104,1190.4831432686624,4.883,collect:zDp0HXLKSj38kfPP,2021-03-31 10:09:17.175000+03:00,2021-03-31 10:13:38.095000+03:00,2021-03-31,e1cc2e6142ad74479fdd7729036d250617a206a4,13,User_Claire,10,10,nankoma,2021-03-31
2021-04-01 04:37:46.664000+00:00,uuid:c7a0cfb9-5c97-4ea7-8c70-0b9a79a33bf0,cbsd,5,magana,bugiri,,,nankoma,,,,,1617183958435.jpg,1617183983288.jpg,1617183992425.jpg,1617184007669.jpg,1617184022870.jpg,1617184032787.jpg,1617184054664.jpg,1617184072182.jpg,1617184088028.jpg,1617184099070.jpg,Bugiri nankomako,0.4566267,33.7052483,1184.9,3.9,collect:IklMfYh8bTivpeV8,2021-03-31 12:45:33.134000+03:00,2021-03-31 12:48:48.884000+03:00,2021-03-31,46fe31299bc349736206100b878b9754af2b4566,10,User_chodrine,10,10,nankoma,2021-03-31
2021-04-01 04:37:42.138000+00:00,uuid:508f4568-7238-4a2d-a419-c1da52b49e3d,cbsd,12,magana,bugiri,,,nankoma,,,,,1617174372186.jpg,1617174387526.jpg,1617174410381.jpg,1617174424187.jpg,1617174436736.jpg,1617174453956.jpg,1617174471872.jpg,1617174493772.jpg,1617174506853.jpg,1617174523288.jpg,Bugiri Nakoma,0.4530149,33.6451094,1193.718830727723,4.6,collect:zDp0HXLKSj38kfPP,2021-03-31 10:05:46.469000+03:00,2021-03-31 10:09:12.751000+03:00,2021-03-31,42105f5b81e3ae7bb431e8faae320a1422a184c5,13,User_Claire,10,10,nankoma,2021-03-31
2021-04-01 04:37:39.610000+00:00,uuid:848fb7da-a38c-4688-a3ac-09199ccbc0a9,cbsd,5,magana,bugiri,,,nankoma,,,,,1617183777137.jpg,1617183789272.jpg,1617183799568.jpg,1617183809649.jpg,1617183822008.jpg,1617183833414.jpg,1617183849798.jpg,1617183862076.jpg,1617183884824.jpg,1617183909563.jpg,Bugiri namkoma,0.4566333,33.7052717,1185.2,4.0,collect:IklMfYh8bTivpeV8,2021-03-31 12:42:24.213000+03:00,2021-03-31 12:45:29.724000+03:00,2021-03-31,2e6744387894eef3f88763b39fd7f8b83d8d9cf6,10,User_chodrine,10,10,nankoma,2021-03-31
2021-04-01 04:37:35.292000+00:00,uuid:1195dd12-b24f-47f6-b677-f93715fc645a,cbsd,5,magana,bugiri,,,nankoma,,,,,1617173000108.jpg,1617173015167.jpg,1617173033526.jpg,1617173054688.jpg,1617173067229.jpg,1617173080013.jpg,1617173112585.jpg,1617173146270.jpg,1617173167811.jpg,1617173191423.jpg,Bugiri Nakoma,0.4805735,33.709155,1176.751599129165,4.84,collect:zDp0HXLKSj38kfPP,2021-03-31 09:42:16.919000+03:00,2021-03-31 09:49:06.846000+03:00,2021-03-31,a7c4031c69b8b675618a9fc467ba99ab87ea8d8c,13,User_Claire,10,10,nankoma,2021-03-31
2021-04-01 04:37:32.516000+00:00,uuid:1de370d5-b178-44e4-a487-29305ef34b96,cbsd,5,magana,bugiri,,,nankoma,,,,,1617183525326.jpg,1617183537055.jpg,1617183557282.jpg,1617183574027.jpg,1617183600711.jpg,1617183611568.jpg,1617183627846.jpg,1617183660429.jpg,1617183678814.jpg,1617183722146.jpg,Bugiri nankoma,0.4565417,33.7052233,1189.6,3.9,collect:IklMfYh8bTivpeV8,2021-03-31 12:38:26.686000+03:00,2021-03-31 12:42:20.726000+03:00,2021-03-31,1f23e38fd487f20bb683d6e9e96756adb42e2120,10,User_chodrine,10,10,nankoma,2021-03-31
2021-04-01 04:37:28.256000+00:00,uuid:b6dace59-833e-40ec-8656-7e4cb8022fae,cbsd,5,magana,bugiri,,,nankoma,,,,,1617172706157.jpg,1617172734915.jpg,1617172785832.jpg,1617172813568.jpg,1617172830229.jpg,1617172842071.jpg,1617172860550.jpg,1617172872798.jpg,1617172882990.jpg,1617172912924.jpg,Bugiri Nakoma,0.4805202,33.7090967,1179.5639835393465,4.8,collect:zDp0HXLKSj38kfPP,2021-03-31 09:37:56.788000+03:00,2021-03-31 09:42:13.776000+03:00,2021-03-31,cd99a48036a29c5611f76654eb63a7e2329300ac,13,User_Claire,10,10,nankoma,2021-03-31
2021-04-01 04:37:25.369000+00:00,uuid:97460fbc-0aae-4932-9214-ab1b093d5bc9,cbsd,5,magana,bugiri,,,nankoma,,,,,1617183368118.jpg,1617183380615.jpg,1617183389278.jpg,1617183402991.jpg,1617183411526.jpg,1617183426045.jpg,1617183438250.jpg,1617183460054.jpg,1617183472857.jpg,1617183481542.jpg,Bugiri nankoma,0.45657,33.7052183,1187.3,3.9,collect:IklMfYh8bTivpeV8,2021-03-31 12:35:46.082000+03:00,2021-03-31 12:38:23.294000+03:00,2021-03-31,90ec7b6f395d29e38a11c9dcdf5798e3ef1580ae,10,User_chodrine,10,10,nankoma,2021-03-31
2021-04-01 04:37:21.240000+00:00,uuid:6309079b-8b6f-4fcb-910f-30c53ddd44e9,cbsd,5,magana,bugiri,,,nankoma,,,,,1617172352245.jpg,1617172379372.jpg,1617172461427.jpg,1617172476349.jpg,1617172491050.jpg,1617172516790.jpg,1617172531662.jpg,1617172544603.jpg,1617172564471.jpg,1617172652049.jpg,Bugiri Nakoma,0.4805458,33.7091696,1184.336663386297,4.24,collect:zDp0HXLKSj38kfPP,2021-03-31 09:32:09.787000+03:00,2021-03-31 09:37:53.447000+03:00,2021-03-31,a0c4b20bc99b35f3c43d4a18074d562a926e837b,13,User_Claire,10,10,nankoma,2021-03-31
2021-04-01 04:37:18.467000+00:00,uuid:ab1fd2d9-b5b5-420a-9201-51e38c67c7ed,cbsd,6,magana,bugiri,,,nankoma,,,,,1617183209046.jpg,1617183224325.jpg,1617183232967.jpg,1617183245509.jpg,1617183255668.jpg,1617183265508.jpg,1617183276328.jpg,1617183285640.jpg,1617183298305.jpg,1617183311218.jpg,Bugiri nankoma,0.456515,33.705235,1188.7,3.9,collect:IklMfYh8bTivpeV8,2021-03-31 12:23:48.966000+03:00,2021-03-31 12:35:31.675000+03:00,2021-03-31,25c7001bc49ce064fbdc23f374ad824245232116,10,User_chodrine,10,10,nankoma,2021-03-31
2021-04-01 04:37:14.195000+00:00,uuid:b81cf36b-c407-4e42-b40b-a2782dfcacad,cbsd,5,magana,bugiri,,,nankoma,,,,,1617171988628.jpg,1617172007926.jpg,1617172021805.jpg,1617172044737.jpg,1617172130633.jpg,1617172154261.jpg,1617172227872.jpg,1617172239653.jpg,1617172261127.jpg,1617172289068.jpg,Bugiri Nakoma,0.4805716,33.7092248,1179.626833559352,4.8,collect:zDp0HXLKSj38kfPP,2021-03-31 09:26:03.882000+03:00,2021-03-31 09:31:57.828000+03:00,2021-03-31,11c10767f9d6454d64961b2046a38bece8afd32b,13,User_Claire,10,10,nankoma,2021-03-31
2021-04-01 04:37:10.995000+00:00,uuid:fb6601db-7556-4ce7-bc7b-7120d794cb1c,cbsd,6,magana,bugiri,,,nankoma,,,,,1617182473286.jpg,1617182488255.jpg,1617182499801.jpg,1617182512139.jpg,1617182520575.jpg,1617182535268.jpg,1617182545704.jpg,1617182563737.jpg,1617182590255.jpg,1617182607889.jpg,Bugiri nankoma,0.4559267,33.7053033,1179.4,3.9,collect:IklMfYh8bTivpeV8,2021-03-31 12:20:56.167000+03:00,2021-03-31 12:23:45.258000+03:00,2021-03-31,e5d554f2f8240dfefced9eb1f3f132471fceeb86,10,User_chodrine,10,10,nankoma,2021-03-31
2021-04-01 04:37:06.963000+00:00,uuid:631e0e74-4bbc-4d01-817a-342eaf7ee58c,cbsd,5,magana,bugiri,,,nankoma,,,,,1617171727750.jpg,1617171738195.jpg,1617171749997.jpg,1617171763738.jpg,1617171778584.jpg,1617171796821.jpg,1617171814942.jpg,1617171830119.jpg,1617171852186.jpg,1617171924023.jpg,Bugiri Nakoma,0.480519,33.7091987,1167.770219981443,4.56,collect:zDp0HXLKSj38kfPP,2021-03-31 09:21:47.030000+03:00,2021-03-31 09:26:00.305000+03:00,2021-03-31,9438e3e3ec5f374371c92d89cea535e21e106380,13,User_Claire,10,10,nankoma,2021-03-31
2021-04-01 04:37:03.065000+00:00,uuid:12536ebd-6658-4983-b3bc-e4fd24df8ee1,cbsd,6,magana,bugiri,,,nankoma,,,,,1617182287178.jpg,1617182299618.jpg,1617182316660.jpg,1617182331815.jpg,1617182349244.jpg,1617182366698.jpg,1617182381163.jpg,1617182404586.jpg,1617182417971.jpg,1617182436156.jpg,Bugiri nankoma,0.45592,33.7052467,1178.2,3.9,collect:IklMfYh8bTivpeV8,2021-03-31 12:16:37.418000+03:00,2021-03-31 12:20:53.211000+03:00,2021-03-31,98efad4954fde1bf3ed7028bc73e1874992da196,10,User_chodrine,10,10,nankoma,2021-03-31
2021-04-01 04:37:00.102000+00:00,uuid:c553704c-11dd-432a-a357-f1102063a69b,cbsd,5,magana,bugiri,,,nankoma,,,,,1617171510961.jpg,1617171524935.jpg,1617171553588.jpg,1617171565943.jpg,1617171583730.jpg,1617171602367.jpg,1617171620226.jpg,1617171648003.jpg,1617171663991.jpg,1617171676588.jpg,Bugiri Nakoma,0.4805231,33.7091649,1168.0653147877235,4.55,collect:zDp0HXLKSj38kfPP,2021-03-31 09:18:11.666000+03:00,2021-03-31 09:21:43.774000+03:00,2021-03-31,6ed5fe17b0e5698ddbb40baacf1ead072bf84493,13,User_Claire,10,10,nankoma,2021-03-31
2021-04-01 04:36:55.311000+00:00,uuid:fcfcb5ca-666f-431b-b475-f73d8bcfc6b3,healthy,12,nase 14,bugiri,,,nankoma,,,,,1617181146694.jpg,1617181157632.jpg,1617181183646.jpg,1617181194237.jpg,1617181218456.jpg,1617181228599.jpg,1617181240846.jpg,1617181251200.jpg,1617181279120.jpg,1617181324084.jpg,Bugiri nankoma,0.4542267,33.7055917,1185.3,3.9,collect:IklMfYh8bTivpeV8,2021-03-31 11:58:32.001000+03:00,2021-03-31 12:02:23.716000+03:00,2021-03-31,1d0113b5a08b829c60033869c5384f8ffc956b7b,10,User_chodrine,10,10,nankoma,2021-03-31
2021-04-01 04:36:53.780000+00:00,uuid:3cdcecc1-952b-4ebe-b0b3-9c58a3fe52f2,cbsd,5,magana,bugiri,,,nankoma,,,,,1617171315138.jpg,1617171332318.jpg,1617171347944.jpg,1617171360188.jpg,1617171373194.jpg,1617171387364.jpg,1617171410173.jpg,1617171426335.jpg,1617171448712.jpg,1617171461030.jpg,Bugiri Nakoma,0.4805668,33.7092036,1168.4886699494707,4.866,collect:zDp0HXLKSj38kfPP,2021-03-31 09:14:38.525000+03:00,2021-03-31 09:18:08.356000+03:00,2021-03-31,b437a29a53fcb3b2258c5a080427ebefc795da22,13,User_Claire,10,10,nankoma,2021-03-31
2021-04-01 04:36:47.216000+00:00,uuid:3a0091af-b2da-41d5-a3aa-3224afb46213,cbsd,5,magana,bugiri,,,nankoma,,,,,1617171076539.jpg,1617171097767.jpg,1617171110549.jpg,1617171130159.jpg,1617171142633.jpg,1617171154305.jpg,1617171183741.jpg,1617171197807.jpg,1617171216111.jpg,1617171245195.jpg,Bugiri Nakoma,0.4804937,33.7091848,1168.0362740638184,4.96,collect:zDp0HXLKSj38kfPP,2021-03-31 09:10:59.268000+03:00,2021-03-31 09:14:35.031000+03:00,2021-03-31,38de994dbfc53a00efca9dd63173db7a5306d972,13,User_Claire,10,10,nankoma,2021-03-31
2021-04-01 04:36:46.976000+00:00,uuid:6065644d-c59e-4af3-87df-12a735a4732d,healthy,12,nase 14,bugiri,,,nankoma,,,,,1617180915939.jpg,1617180936884.jpg,1617180948265.jpg,1617180978036.jpg,1617180989518.jpg,1617181017951.jpg,1617181026472.jpg,1617181036632.jpg,1617181051995.jpg,1617181068474.jpg,Bugiri nankoma,0.454125,33.705555,1185.0,3.9,collect:IklMfYh8bTivpeV8,2021-03-31 11:54:31.677000+03:00,2021-03-31 11:58:28.268000+03:00,2021-03-31,1ce17a911de8626f25f40d38311b0400d290a4d3,10,User_chodrine,10,10,nankoma,2021-03-31
2021-04-01 04:36:40.728000+00:00,uuid:a5b37c6a-ec34-4cae-bdc0-0789485eac4e,cbsd,5,magana,bugiri,,,nankoma,,,,,1617170843031.jpg,1617170866294.jpg,1617170882738.jpg,1617170896419.jpg,1617170917261.jpg,1617170930198.jpg,1617170951411.jpg,1617170980086.jpg,1617171003778.jpg,1617171026515.jpg,Bugiri Nakoma,0.4805754,33.7092559,1166.7831336683046,4.8,collect:zDp0HXLKSj38kfPP,2021-03-31 09:06:59.262000+03:00,2021-03-31 09:10:48.108000+03:00,2021-03-31,92510ba85a7a3ce345b305d6c57eaf2a25c61dd3,13,User_Claire,10,10,nankoma,2021-03-31
2021-04-01 04:36:38.714000+00:00,uuid:9e2868cd-0b16-4ad0-b72d-2173a737bcca,cbsd,15,magana,bugiri,,,nankoma,,,,,1617177884454.jpg,1617177892647.jpg,1617177908007.jpg,1617177917241.jpg,1617177929184.jpg,1617177940477.jpg,1617177962981.jpg,1617177972428.jpg,1617177981912.jpg,1617178009753.jpg,Bugiri nankoma,,,,,collect:IklMfYh8bTivpeV8,2021-03-31 11:00:34.303000+03:00,2021-03-31 11:07:08.193000+03:00,2021-03-31,05d67a3864680eaf4c8251f943573f805996aa5b,10,User_chodrine,10,10,nankoma,2021-03-31
2021-04-01 04:36:34.427000+00:00,uuid:b1f5d537-bccf-4867-8dfc-49ec1859101f,cbsd,5,magana,bugiri,,,nankoma,,,,,1617170664865.jpg,1617170680654.jpg,1617170698758.jpg,1617170718170.jpg,1617170729983.jpg,1617170741190.jpg,1617170755310.jpg,1617170768861.jpg,1617170779652.jpg,1617170790042.jpg,Bugiri Nakoma,0.480645,33.7091984,1165.3934197257554,4.6,collect:zDp0HXLKSj38kfPP,2021-03-31 09:04:04.319000+03:00,2021-03-31 09:06:55.292000+03:00,2021-03-31,bc44bf7c6682b9a64e7f40180dfce987e44a0fca,13,User_Claire,10,10,nankoma,2021-03-31
2021-04-01 04:36:29.903000+00:00,uuid:a1d6e313-1367-475b-bfba-88f57b56b4d7,cbsd,12,magana,bugiri,,,nankoma,,,,,1617177490025.jpg,1617177498341.jpg,1617177508087.jpg,1617177517009.jpg,1617177526017.jpg,1617177537211.jpg,1617177547735.jpg,1617177557624.jpg,1617177573467.jpg,1617177582570.jpg,Bugiri nankoma,0.4521017,33.6435017,1201.0,3.9,collect:IklMfYh8bTivpeV8,2021-03-31 10:57:47.457000+03:00,2021-03-31 11:00:29.263000+03:00,2021-03-31,1761039ab1fa0af9f1118ed00c14f5526520b098,10,User_chodrine,10,10,nankoma,2021-03-31
2021-04-01 04:36:27.768000+00:00,uuid:9e560650-f96a-4590-a73e-f40c3909ae7e,cbsd,5,magana,bugiri,,,nankoma,,,,,1617170441255.jpg,1617170450934.jpg,1617170461093.jpg,1617170474332.jpg,1617170508415.jpg,1617170528398.jpg,1617170549906.jpg,1617170563513.jpg,1617170575326.jpg,1617170588752.jpg,Bugiri Nakoma,0.4806105,33.7091772,1169.791719575957,4.98,collect:zDp0HXLKSj38kfPP,2021-03-31 09:00:11.371000+03:00,2021-03-31 09:03:46.567000+03:00,2021-03-31,9622619041902e4f2977240dde4edfdb596e0872,13,User_Claire,10,10,nankoma,2021-03-31
2021-04-01 04:36:22.233000+00:00,uuid:e775ad46-c40b-4b70-8274-1d5c28da6a76,cbsd,12,magana,bugiri,,,nankoma,,,,,1617177209774.jpg,1617177221290.jpg,1617177229264.jpg,1617177252753.jpg,1617177265312.jpg,1617177276344.jpg,1617177290761.jpg,1617177419754.jpg,1617177429226.jpg,1617177439062.jpg,Bugiri nankoma,0.45215,33.6434917,1202.1,3.9,collect:IklMfYh8bTivpeV8,2021-03-31 10:52:59.780000+03:00,2021-03-31 10:57:43.935000+03:00,2021-03-31,8da865d586942d2d4d3776a8a40ffd7b05ffeca6,10,User_chodrine,10,10,nankoma,2021-03-31
2021-04-01 04:36:21.617000+00:00,uuid:074ee853-5a06-4c7e-828f-efa9af73a42b,cbsd,5,magana,bugiri,,,nankoma,,,,,1617170146531.jpg,1617170161955.jpg,1617170177848.jpg,1617170192312.jpg,1617170203277.jpg,1617170217452.jpg,1617170230771.jpg,1617170242412.jpg,1617170273574.jpg,1617170336676.jpg,Bugiri Nakoma,0.4805761,33.7092063,1166.1338500364686,3.9,collect:zDp0HXLKSj38kfPP,2021-03-31 08:53:38.541000+03:00,2021-03-31 09:00:07.869000+03:00,2021-03-31,5bb5a9626c71e403cfbd3a447e414b679cf5597c,13,User_Claire,10,10,nankoma,2021-03-31
2021-04-01 04:36:14.948000+00:00,uuid:608ddf1c-3eab-483d-aea0-ceacb805f4d5,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617106986864.jpg,1617107017809.jpg,1617107135942.jpg,1617107158368.jpg,1617107183911.jpg,1617107217703.jpg,1617107248685.jpg,1617107265846.jpg,1617107274917.jpg,1617107301212.jpg,BULOOPA,0.8517496,33.2532229,1095.455231577766,4.42,collect:zDp0HXLKSj38kfPP,2021-03-30 15:22:27.862000+03:00,2021-03-30 15:29:09.748000+03:00,2021-03-30,4b3f22d776e9245b8e12a020d0e437ca57a32bf4,13,User_Claire,10,10,bulopa,2021-03-30
2021-04-01 04:36:13.288000+00:00,uuid:85195621-77e6-457e-beda-4c93f8ac1300,cbsd,12,magana,bugiri,,,nankoma,,,,,1617176968397.jpg,1617176979447.jpg,1617177004226.jpg,1617177031405.jpg,1617177062241.jpg,1617177080390.jpg,1617177102342.jpg,1617177111701.jpg,1617177141353.jpg,1617177150106.jpg,Bugiri nankoma,0.452365,33.6438233,1204.2,3.9,collect:IklMfYh8bTivpeV8,2021-03-31 10:48:29.054000+03:00,2021-03-31 10:52:55.701000+03:00,2021-03-31,e2b543a5de8229f034c694a06f7b3d681ccd1da2,10,User_chodrine,10,10,nankoma,2021-03-31
2021-04-01 04:36:08.207000+00:00,uuid:820ffea1-ba1e-4480-b7b9-3513040da378,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617106680723.jpg,1617106693405.jpg,1617106707192.jpg,1617106722813.jpg,1617106740933.jpg,1617106784705.jpg,1617106808325.jpg,1617106876860.jpg,1617106899753.jpg,1617106911605.jpg,BULOOPA,0.8514918,33.2532349,1083.002510817951,4.26,collect:zDp0HXLKSj38kfPP,2021-03-30 15:17:37.999000+03:00,2021-03-30 15:22:19.939000+03:00,2021-03-30,5d41e2be9fda393482f4684f43b46b5ca3aeb7fd,13,User_Claire,10,10,bulopa,2021-03-30
2021-04-01 04:36:04.649000+00:00,uuid:5eaf242c-6262-4b41-8479-1b03fb6c9589,cbsd,10,magana,bugiri,,,nankoma,,,,,1617176761793.jpg,1617176770296.jpg,1617176779204.jpg,1617176792858.jpg,1617176803262.jpg,1617176816130.jpg,1617176826446.jpg,1617176842020.jpg,1617176853502.jpg,1617176881660.jpg,Bugiri nankoma,0.4523183,33.6439117,1203.7,3.9,collect:IklMfYh8bTivpeV8,2021-03-31 10:45:25.102000+03:00,2021-03-31 10:48:25.263000+03:00,2021-03-31,51f31b75ab8bd6c1dbaa58a26ea2e2b08209a329,10,User_chodrine,10,10,nankoma,2021-03-31
2021-04-01 04:36:00.480000+00:00,uuid:75f63878-adfd-4e11-af87-442a84b3b4ac,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617106439944.jpg,1617106454492.jpg,1617106469242.jpg,1617106491994.jpg,1617106517648.jpg,1617106560172.jpg,1617106588038.jpg,1617106601913.jpg,1617106615661.jpg,1617106626699.jpg,BULOOPA,0.851646,33.2532117,1079.4102751332296,4.28,collect:zDp0HXLKSj38kfPP,2021-03-30 15:12:12.737000+03:00,2021-03-30 15:17:34.335000+03:00,2021-03-30,abaa8db7618fe20b8acb11280fb112e0929fea8b,13,User_Claire,10,10,bulopa,2021-03-30
2021-04-01 04:35:56.353000+00:00,uuid:3a989fdd-ef63-47e6-8f07-c5886f4bcdf6,cbsd,10,magana,bugiri,,,nankoma,,,,,1617176570605.jpg,1617176578822.jpg,1617176589976.jpg,1617176607487.jpg,1617176628308.jpg,1617176641570.jpg,1617176651063.jpg,1617176665427.jpg,1617176680470.jpg,1617176696943.jpg,Bugiri,0.4523933,33.6439483,1204.2,3.9,collect:IklMfYh8bTivpeV8,2021-03-31 10:26:56.770000+03:00,2021-03-31 10:45:21.648000+03:00,2021-03-31,69835f760a609aa9a152aaa4bf5b30d066e4a905,10,User_chodrine,10,10,nankoma,2021-03-31
2021-04-01 04:35:53.854000+00:00,uuid:ca16d2d4-78ee-407c-8d34-dfc713084978,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617106053436.jpg,1617106072900.jpg,1617106092363.jpg,1617106108577.jpg,1617106118422.jpg,1617106191284.jpg,1617106222230.jpg,1617106247198.jpg,1617106273097.jpg,1617106298753.jpg,BULOOPA,0.8516927,33.25328,1072.4422040599964,4.48,collect:zDp0HXLKSj38kfPP,2021-03-30 15:06:46.620000+03:00,2021-03-30 15:12:09.386000+03:00,2021-03-30,5fb419432a3b2f05dcde21122de19d12fc13b11a,13,User_Claire,10,10,bulopa,2021-03-30
2021-04-01 04:35:48.688000+00:00,uuid:d7478c92-e7b9-4ac7-bdcf-afda72510e86,cbsd,10,magana,bugiri,,,nankoma,,,,,1617175440869.jpg,1617175450694.jpg,1617175460199.jpg,1617175477680.jpg,1617175498232.jpg,1617175511477.jpg,1617175533815.jpg,1617175550516.jpg,1617175562197.jpg,1617175583880.jpg,Bugiri nankoma,0.4525533,33.645585,1191.3,3.9,collect:IklMfYh8bTivpeV8,2021-03-31 10:23:34.969000+03:00,2021-03-31 10:26:53.008000+03:00,2021-03-31,e81f2c7396c057a7efef781f8d2e0a6c90d720c3,10,User_chodrine,10,10,nankoma,2021-03-31
2021-04-01 04:35:47.154000+00:00,uuid:62748d95-56d6-457f-8983-add2bb528593,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617105827910.jpg,1617105840124.jpg,1617105851020.jpg,1617105863014.jpg,1617105889345.jpg,1617105908415.jpg,1617105926463.jpg,1617105938549.jpg,1617105951361.jpg,1617105965509.jpg,BULOOPA,0.8517052,33.2532658,1090.890207529755,4.46,collect:zDp0HXLKSj38kfPP,2021-03-30 15:03:23.884000+03:00,2021-03-30 15:06:29.540000+03:00,2021-03-30,2cd6f3b49a99a9317cc5c7d251394bffa530be31,13,User_Claire,10,10,bulopa,2021-03-30
2021-04-01 04:35:40.161000+00:00,uuid:3e5e24fa-55dd-4bc8-aa17-1c8936d17b34,cbsd,10,magana,bugiri,,,nankoma,,,,,1617175224134.jpg,1617175234320.jpg,1617175252584.jpg,1617175262284.jpg,1617175273749.jpg,1617175292107.jpg,1617175303337.jpg,1617175343493.jpg,1617175366774.jpg,1617175393024.jpg,Bugiri nankoma,0.4525483,33.6455967,1194.0,3.9,collect:IklMfYh8bTivpeV8,2021-03-31 10:19:58.540000+03:00,2021-03-31 10:23:31.448000+03:00,2021-03-31,48d60cc40694ad236cb81caadd2147da05753a12,10,User_chodrine,10,10,nankoma,2021-03-31
2021-04-01 04:35:39.938000+00:00,uuid:3b87dccf-cb80-4802-bfcd-66fdd7b258ad,cbsd,12,tme 14,kamuli,,,,bulopa,,,,1617105552567.jpg,1617105576464.jpg,1617105619672.jpg,1617105636730.jpg,1617105652535.jpg,1617105676572.jpg,1617105708319.jpg,1617105728454.jpg,1617105746632.jpg,1617105765747.jpg,BULOOPA,0.8518018,33.2533135,1085.9739884160506,4.42,collect:zDp0HXLKSj38kfPP,2021-03-30 14:58:53.014000+03:00,2021-03-30 15:03:19.680000+03:00,2021-03-30,dfb61d45ba3d4abad9e83e682767fc28ec9c5955,13,User_Claire,10,10,bulopa,2021-03-30
2021-04-01 04:35:37.219000+00:00,uuid:11ac0ce7-92fd-4961-907b-d08d7216dacf,cbsd,5,magana,bugiri,,,nankoma,,,,,1617184235346.jpg,1617184247475.jpg,1617184270156.jpg,1617184286802.jpg,1617184303054.jpg,1617184316266.jpg,1617184362019.jpg,1617184472683.jpg,1617184416684.jpg,1617184436328.jpg,Nankoma,0.4559571,33.7053412,1196.4435846095073,5.0,collect:98nnkCZUL887PcuQ,2021-03-31 12:49:53.319000+03:00,2021-03-31 12:56:54.243000+03:00,2021-03-31,56e8fbcf32d8bf88c6bad16dc8a6470e6a671c47,10,User_chodrine,10,10,nankoma,2021-03-31
2021-04-01 04:35:36.801000+00:00,uuid:8cd86891-6b21-4c67-86ae-b01af2d1b7e6,cbsd,12,tme 14,luweero,,,,bulopa,,,,1617105458171.jpg,1617105484604.jpg,1617105504538.jpg,1617105524476.jpg,1617105554543.jpg,1617105589846.jpg,1617105610017.jpg,1617105633228.jpg,1617105661419.jpg,1617105706963.jpg,Buloopa,0.8519181,33.2534815,1070.9879311413474,4.812,d420e3576f228ece,2021-03-30 14:56:59.289000+03:00,2021-04-01 07:35:31.594000+03:00,2021-03-30,f8b9aa395a72db76fdf06c1393c3c0421314aa15,14,User_Jeremy,10,10,bulopa,2021-03-30
